game_id,treatment,cohort_id,round,player1_id,player2_id,player1_choice,player2_choice,player1_payout,player2_payout
1,0.6,1,1,137,276,B,R,42,0
2,0.6,1,1,261,176,R,B,0,42
3,0.6,1,1,202,209,B,B,12,12
4,0.6,1,1,111,254,R,R,45,45
5,0.6,1,2,254,276,R,B,0,42
6,0.6,1,2,202,137,B,B,12,12
7,0.6,1,2,209,176,B,B,12,12
8,0.6,1,2,111,261,R,B,0,42
9,0.6,1,3,176,254,B,B,12,12
10,0.6,1,3,261,276,B,B,12,12
11,0.6,1,3,111,209,R,B,0,42
12,0.6,1,3,202,137,B,B,12,12
13,0.6,1,4,261,254,R,B,0,42
14,0.6,1,4,276,209,B,B,12,12
15,0.6,1,4,137,202,B,B,12,12
16,0.6,1,4,176,111,B,B,12,12
17,0.6,1,5,111,209,R,B,0,42
18,0.6,1,5,276,261,B,B,12,12
19,0.6,1,5,137,176,B,B,12,12
20,0.6,1,5,254,202,B,B,12,12
21,0.6,1,6,209,202,R,B,0,42
22,0.6,1,6,261,111,R,B,0,42
23,0.6,1,6,137,254,B,B,12,12
24,0.6,1,6,276,176,B,B,12,12
25,0.6,1,7,202,111,B,R,42,0
26,0.6,1,7,254,137,B,B,12,12
27,0.6,1,7,176,276,B,B,12,12
28,0.6,1,7,209,261,B,B,12,12
29,0.6,1,8,202,261,R,R,45,45
30,0.6,1,8,176,111,B,B,12,12
31,0.6,1,8,137,276,B,B,12,12
32,0.6,1,8,254,209,B,B,12,12
33,0.6,1,9,209,202,B,R,42,0
34,0.6,1,9,176,137,B,B,12,12
35,0.6,1,9,111,261,R,R,45,45
36,0.6,1,9,276,254,B,B,12,12
37,0.6,1,10,209,176,R,B,0,42
38,0.6,1,10,111,276,R,B,0,42
39,0.6,1,10,261,254,R,B,0,42
40,0.6,1,10,137,202,B,B,12,12
41,0.6,1,11,111,137,B,B,12,12
42,0.6,1,11,254,209,B,B,12,12
43,0.6,1,11,176,261,B,R,42,0
44,0.6,1,11,276,202,R,B,0,42
45,0.6,1,12,111,276,R,B,0,42
46,0.6,1,12,254,137,B,B,12,12
47,0.6,1,12,261,209,R,B,0,42
48,0.6,1,12,176,202,R,R,45,45
49,0.6,1,13,137,261,B,R,42,0
50,0.6,1,13,202,276,R,R,45,45
51,0.6,1,13,209,111,R,B,0,42
52,0.6,1,13,176,254,R,B,0,42
53,0.6,1,14,111,261,R,B,0,42
54,0.6,1,14,209,176,B,B,12,12
55,0.6,1,14,137,202,B,R,42,0
56,0.6,1,14,276,254,R,B,0,42
57,0.6,1,15,111,209,B,B,12,12
58,0.6,1,15,254,202,B,B,12,12
59,0.6,1,15,276,176,B,B,12,12
60,0.6,1,15,261,137,B,B,12,12
61,0.6,1,16,202,261,B,B,12,12
62,0.6,1,16,276,176,B,B,12,12
63,0.6,1,16,111,209,R,B,0,42
64,0.6,1,16,137,254,B,B,12,12
65,0.6,1,17,209,261,R,B,0,42
66,0.6,1,17,111,276,B,B,12,12
67,0.6,1,17,202,254,B,B,12,12
68,0.6,1,17,176,137,B,B,12,12
69,0.6,1,18,137,111,B,R,42,0
70,0.6,1,18,254,176,B,B,12,12
71,0.6,1,18,261,276,B,B,12,12
72,0.6,1,18,202,209,R,B,0,42
73,0.6,1,19,254,202,B,B,12,12
74,0.6,1,19,209,137,R,B,0,42
75,0.6,1,19,276,261,B,B,12,12
76,0.6,1,19,176,111,B,B,12,12
77,0.6,1,20,176,209,B,B,12,12
78,0.6,1,20,276,254,B,B,12,12
79,0.6,1,20,137,202,B,B,12,12
80,0.6,1,20,111,261,R,B,0,42
81,0.6,1,21,202,261,R,B,0,42
82,0.6,1,21,209,254,B,B,12,12
83,0.6,1,21,137,276,B,B,12,12
84,0.6,1,21,176,111,B,B,12,12
85,0.6,1,22,202,209,B,B,12,12
86,0.6,1,22,111,176,R,B,0,42
87,0.6,1,22,276,137,B,B,12,12
88,0.6,1,22,261,254,B,B,12,12
89,0.6,1,23,111,137,B,B,12,12
90,0.6,1,23,209,276,B,B,12,12
91,0.6,1,23,254,202,B,R,42,0
92,0.6,1,23,176,261,B,B,12,12
93,0.6,1,24,276,137,B,B,12,12
94,0.6,1,24,202,176,B,B,12,12
95,0.6,1,24,261,111,B,R,42,0
96,0.6,1,24,209,254,B,B,12,12
97,0.6,1,25,254,202,B,R,42,0
98,0.6,1,25,176,276,B,B,12,12
99,0.6,1,25,209,111,B,B,12,12
100,0.6,1,25,137,261,B,B,12,12
101,0.6,1,26,261,137,B,B,12,12
102,0.6,1,26,202,176,B,B,12,12
103,0.6,1,26,254,111,R,R,45,45
104,0.6,1,26,209,276,B,B,12,12
105,0.6,1,27,254,202,B,R,42,0
106,0.6,1,27,209,276,B,B,12,12
107,0.6,1,27,137,261,B,B,12,12
108,0.6,1,27,111,176,B,B,12,12
109,0.6,1,28,176,254,B,R,42,0
110,0.6,1,28,209,111,B,R,42,0
111,0.6,1,28,276,261,B,B,12,12
112,0.6,1,28,137,202,B,B,12,12
113,0.6,1,29,111,137,B,B,12,12
114,0.6,1,29,254,276,R,B,0,42
115,0.6,1,29,176,202,B,R,42,0
116,0.6,1,29,261,209,B,R,42,0
117,0.6,1,30,254,261,R,B,0,42
118,0.6,1,30,209,276,B,R,42,0
119,0.6,1,30,111,202,R,B,0,42
120,0.6,1,30,137,176,B,B,12,12
121,0.6,1,31,261,254,R,R,45,45
122,0.6,1,31,111,137,B,B,12,12
123,0.6,1,31,209,202,R,R,45,45
124,0.6,1,31,276,176,R,B,0,42
125,0.6,1,32,209,261,R,B,0,42
126,0.6,1,32,202,176,B,B,12,12
127,0.6,1,32,254,276,R,B,0,42
128,0.6,1,32,137,111,B,R,42,0
129,0.6,1,33,111,176,B,B,12,12
130,0.6,1,33,276,137,R,B,0,42
131,0.6,1,33,254,209,R,B,0,42
132,0.6,1,33,261,202,R,R,45,45
133,0.6,1,34,254,276,R,B,0,42
134,0.6,1,34,176,261,B,B,12,12
135,0.6,1,34,209,137,R,B,0,42
136,0.6,1,34,111,202,R,B,0,42
137,0.6,1,35,261,209,R,B,0,42
138,0.6,1,35,254,202,R,R,45,45
139,0.6,1,35,176,276,B,R,42,0
140,0.6,1,35,137,111,B,B,12,12
141,0.6,1,36,111,202,R,B,0,42
142,0.6,1,36,261,137,B,B,12,12
143,0.6,1,36,209,276,R,B,0,42
